CupperPoints,ID,Country,HarvestYear,Variety,Process,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Cleanliness,Sweetness,Moisture,C1Defect,C2Defect,Quakers,Color,MeanAlt,Address,Contact,Elevation,FullElevation,Precipitation,Temperature,Continent,NSHem,EWHem
7.5,366,Colombia,2010,Unknown,Unknown,8,7.67,7.67,7.25,7.67,7.5,10,10,10,0.13,0,1,0,Unknown,1880,9,9,593,1880,3240,24.5,South America,B,W
7.5,372,Colombia,2016,Unknown,Unknown,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,0.08,0,0,0,Unknown,1700,9,9,593,1700,3240,24.5,South America,B,W
7.5,378,Colombia,2015,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,0.11,0,1,0,Green,1000,9,9,593,1000,3240,24.5,South America,B,W
7.5,410,Colombia,2016,Other,Washed / Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,10,0,0,3,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.5,422,Colombia,2016,Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,0.12,0,3,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.5,428,Colombia,2012,Caturra,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,0,1,3,3,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.5,432,Colombia,2015,Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,0.12,0,4,0,Green,1530,9,9,593,1530,3240,24.5,South America,B,W
7.5,440,Colombia,2012,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,0,0,5,3,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.5,476,Nicaragua,2014,Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,0.1,0,4,0,Green,1100,8,8,298,1100,2280,24.9,North America,N,W
7.5,483,Indonesia,2011,Unknown,Unknown,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,0,0,0,0,Unknown,1350,6,6,367,1350,2702,25.85,Asia,B,E
7.5,504,Costa Rica,2012,Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,0.1,6,3,1,Bluish-Green,1850,5,5,746,1850,2926,24.8,North America,N,W
7.5,506,Colombia,2014,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,0.1,0,2,0,Green,1300,5,5,593,1300,3240,24.5,South America,B,W
7.5,510,Colombia,2017,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,0.1,0,2,0,Green,1300,5,5,593,1300,3240,24.5,South America,B,W
7.5,512,Costa Rica,2015,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,0.1,0,3,0,Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.5,548,Brazil,2012,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,0.11,0,2,0,Green,1100,4,4,320,1100,1782,24.95,South America,B,W
7.5,554,Brazil,2012,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,0.11,0,4,0,Green,1020,4,4,320,1020,1782,24.95,South America,B,W
7.5,555,Brazil,2012,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,0.11,0,3,2,Green,944,4,4,320,944,1782,24.95,South America,B,W
7.5,556,Brazil,2012,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,0.11,0,3,1,Green,894,4,4,320,894,1782,24.95,South America,B,W
7.5,558,Brazil,2012,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,0.11,0,5,1,Green,934,4,4,320,934,1782,24.95,South America,B,W
7.5,560,Brazil,2014,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,0.12,0,1,0,Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.5,563,Brazil,2012,Unknown,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,0.11,0,14,4,Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.5,564,Brazil,2012,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,0.11,0,3,2,Bluish-Green,934,4,4,320,934,1782,24.95,South America,B,W
7.5,569,Brazil,2012,Unknown,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,0.11,0,7,0,Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.5,571,Brazil,2012,Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,0,0,4,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.5,572,Brazil,2012,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,0.11,0,3,2,Bluish-Green,934,4,4,320,934,1782,24.95,South America,B,W
7.5,573,Brazil,2013,Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,0,0,0,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.5,574,Brazil,2013,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,0.12,0,9,0,Unknown,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.5,575,Brazil,2014,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,0.11,0,1,2,Bluish-Green,905,4,4,320,905,1782,24.95,South America,B,W
7.5,578,Brazil,2012,Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,0,0,0,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.5,580,Brazil,2011,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,0,0,4,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.5,586,Brazil,2013,Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,0.11,0,13,0,Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.5,625,Mexico,2016,Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,0.1,0,1,0,Unknown,1300,3,3,1111,1300,758,21,North America,N,W
7.5,677,Mexico,2015,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,0.11,0,2,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.5,683,Mexico,2012,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,0,0,8,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.5,689,Mexico,2016,Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,0.12,0,1,0,Green,1500,3,3,1111,1500,758,21,North America,N,W
7.5,698,Mexico,2017,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,0.13,0,5,0,Green,1250,3,3,1111,1250,758,21,North America,N,W
7.5,709,Mexico,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,0.13,2,9,0,Unknown,774,3,3,1111,774,758,21,North America,N,W
7.5,719,Mexico,2017,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,0.12,0,4,0,Green,1650,3,3,1111,1650,758,21,North America,N,W
7.5,723,Mexico,2015,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,0.13,3,13,0,Green,1800,3,3,1111,1800,758,21,North America,N,W
7.5,729,Mexico,2016,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,0.12,0,4,0,Green,1000,3,3,1111,1000,758,21,North America,N,W
7.5,741,Mexico,2013,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,0.12,0,0,0,Green,1170,3,3,1111,1170,758,21,North America,N,W
7.5,744,Mexico,2016,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,0.14,0,9,0,Green,1300,3,3,1111,1300,758,21,North America,N,W
7.5,746,Mexico,2016,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,0.11,0,0,0,Green,1300,3,3,1111,1300,758,21,North America,N,W
7.5,749,Mexico,2017,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,0.13,0,4,0,Unknown,1250,3,3,1111,1250,758,21,North America,N,W
7.5,750,Mexico,2017,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,0.12,0,0,0,Bluish-Green,1450,3,3,1111,1450,758,21,North America,N,W
7.5,752,Mexico,2014,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,0.12,0,5,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.5,753,Mexico,2016,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,0.11,0,2,0,Unknown,1650,3,3,1111,1650,758,21,North America,N,W
7.5,755,Mexico,2016,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,0.12,0,0,0,Green,1150,3,3,1111,1150,758,21,North America,N,W
7.5,762,Mexico,2015,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,0.12,2,10,0,Green,1550,3,3,1111,1550,758,21,North America,N,W
7.5,764,Mexico,2017,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,0.11,0,2,0,Unknown,1380,3,3,1111,1380,758,21,North America,N,W
7.5,770,Mexico,2016,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,0.1,0,1,0,Unknown,1400,3,3,1111,1400,758,21,North America,N,W
7.5,803,Taiwan,2013,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,0.11,0,0,0,Blue-Green,900,22,2,1150,900,2500,16,Asia,N,E
7.5,813,United States (Hawaii),2011,Unknown,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,0,0,3,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,913,Mexico,2015,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,0.11,0,0,0,Green,1550,2,2,1111,1550,758,21,North America,N,W
7.5,927,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,0.11,0,0,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,929,Thailand,2013,Unknown,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,0.12,0,0,0,Bluish-Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.5,930,Mexico,2015,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,0.1,1,1,0,Unknown,1400,2,2,1111,1400,758,21,North America,N,W
7.5,933,Brazil,2012,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,0.09,2,10,6,Green,1100,2,2,320,1100,1782,24.95,South America,B,W
7.5,939,Mexico,2014,Unknown,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,0.11,0,0,0,Green,Unknown,2,2,1111,1111,758,21,North America,N,W
7.5,941,Honduras,2011,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,0.12,0,6,1,Green,1500,2,2,684,1500,1976,23.5,North America,N,W
7.5,942,Peru,2013,Unknown,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,0,0,3,0,Green,Unknown,2,2,1555,1555,1738,19.6,South America,S,W
7.5,947,Brazil,2013,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,0.11,0,0,0,Bluish-Green,1260,2,2,320,1260,1782,24.95,South America,B,W
7.5,950,Taiwan,2012,Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,0.11,0,0,5,Green,1050,2,2,1150,1050,2500,16,Asia,N,E
7.5,951,Thailand,2013,Unknown,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,0.12,0,0,0,Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.5,953,Guatemala,2014,Unknown,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,0,0,4,0,Blue-Green,Unknown,2,2,759,759,1996,23.45,North America,N,W
7.5,974,United States (Hawaii),2018,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,0.1,0,0,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,980,Brazil,2013,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,0.12,0,4,0,Bluish-Green,1250,2,2,320,1250,1782,24.95,South America,B,W
7.5,981,Thailand,2014,Unknown,Unknown,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,0.28,0,0,0,Unknown,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.5,989,United States (Hawaii),2016,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,0.1,0,0,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,992,Thailand,2013,Unknown,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,0.12,0,0,0,Bluish-Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.5,995,Guatemala,2017,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,0,0,10,0,Green,1402.08,2,2,759,1402.08,1996,23.45,North America,N,W
7.5,1003,Peru,2014,Unknown,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,0.12,0,5,0,Green,Unknown,2,2,1555,1555,1738,19.6,South America,S,W
7.5,1008,United States (Hawaii),2011,Unknown,Unknown,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,0,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,1011,United States (Hawaii),2010,Unknown,Unknown,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,0.01,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.5,1029,Thailand,2014,Unknown,Unknown,7.75,7.75,7.58,8,7.67,7.58,10,10,10,0.02,0,2,0,Unknown,1499.9208,2,2,287,1499.9208,1622,26.3,Asia,N,E
7.5,1131,Honduras,2014,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,0.1,0,5,0,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.5,1133,Honduras,2015,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,0.1,0,4,0,Green,1350,1,1,684,1350,1976,23.5,North America,N,W
7.5,1136,Honduras,2012,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,0.1,0,7,1,Green,1600,1,1,684,1600,1976,23.5,North America,N,W
7.5,1139,Nicaragua,2012,Unknown,Unknown,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,0.1,0,1,0,Green,1000,1,1,298,1000,2280,24.9,North America,N,W
7.5,1143,Honduras,2012,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,0.1,0,4,0,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.5,1145,Honduras,2012,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,0.11,0,1,1,Blue-Green,1450,1,1,684,1450,1976,23.5,North America,N,W
7.5,1147,Honduras,2014,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,0.11,0,3,0,Green,1350,1,1,684,1350,1976,23.5,North America,N,W
7.5,1150,Nicaragua,2012,Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,0.1,0,3,0,Green,1250,1,1,298,1250,2280,24.9,North America,N,W
7.5,1200,Guatemala,2013,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,0,2,0,Green,1901,0,0,759,1901,1996,23.45,North America,N,W
7.5,1220,Guatemala,2017,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,0.11,0,1,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.5,1229,Guatemala,2014,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,0.1,2,5,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.5,1233,Guatemala,2012,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,0.12,0,0,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.5,1235,Guatemala,2012,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,0.11,0,3,2,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.5,1236,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,0.1,0,2,2,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.5,1239,Guatemala,2017,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,0.11,0,5,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.5,1240,Guatemala,2011,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,0.1,0,2,1,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.5,1241,Guatemala,2016,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,0.11,0,0,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.5,1242,Guatemala,2012,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,0.1,0,3,1,Green,1100,0,0,759,1100,1996,23.45,North America,N,W
7.5,1243,Guatemala,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,0.11,0,8,0,Green,1800,0,0,759,1800,1996,23.45,North America,N,W
7.5,1244,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,0.11,0,4,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.5,1250,Guatemala,2013,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,0.11,0,2,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.5,1251,Guatemala,2014,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,0.1,0,4,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.5,1253,Guatemala,2014,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,0.1,0,1,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.5,1255,Guatemala,2016,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,0.11,0,2,0,Green,1706.88,0,0,759,1706.88,1996,23.45,North America,N,W
7.5,1262,Guatemala,2012,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,0.11,2,3,2,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.5,1263,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,0.11,0,1,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.5,1266,Guatemala,2015,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,0.11,0,2,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.5,1272,Guatemala,2016,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.5,1276,Guatemala,2016,Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,0.1,0,5,0,Green,1524,0,0,759,1524,1996,23.45,North America,N,W
7.5,1278,Guatemala,2013,Bourbon,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,0.1,0,0,0,Green,1356.6648,0,0,759,1356.6648,1996,23.45,North America,N,W
7.5,1279,Guatemala,2015,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,0.12,1,3,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.5,1281,Guatemala,2017,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,0.11,0,13,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.5,1287,Guatemala,2013,Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.5,1299,Guatemala,2014,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,0.11,0,2,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.42,32,"Tanzania, United Republic Of",2012,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,0.12,0,5,0,Green,1500,24,22,1018,1500,1071,22.35,Africa,S,E
7.42,43,Brazil,2015,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,0.12,0,1,0,Green,1000,21,21,320,1000,1782,24.95,South America,B,W
7.42,44,Brazil,2015,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,0.11,0,1,0,Blue-Green,1050,21,21,320,1050,1782,24.95,South America,B,W
7.42,47,Brazil,2014,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,0.12,0,2,0,Green,1100,21,21,320,1100,1782,24.95,South America,B,W
7.42,48,Brazil,2016,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,0.11,0,2,0,Green,950,21,21,320,950,1782,24.95,South America,B,W
7.42,49,Brazil,2012,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,0.12,0,1,0,Blue-Green,1000,21,21,320,1000,1782,24.95,South America,B,W
7.42,50,Brazil,2016,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,0.11,0,2,0,Blue-Green,Unknown,21,21,320,320,1782,24.95,South America,B,W
7.42,51,Brazil,2017,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,0,0,4,0,Blue-Green,1250,21,21,320,1250,1782,24.95,South America,B,W
7.42,52,Brazil,2017,Mundo Novo,Unknown,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,0,0,4,0,Unknown,975,21,21,320,975,1782,24.95,South America,B,W
7.42,54,Brazil,2015,Unknown,Unknown,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,0.02,0,2,0,Unknown,900,21,21,320,900,1782,24.95,South America,B,W
7.42,74,Mexico,2014,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,0.11,0,7,0,Green,1425,20,20,1111,1425,758,21,North America,N,W
7.42,76,Mexico,2013,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,0.12,0,2,0,Bluish-Green,1261,20,20,1111,1261,758,21,North America,N,W
7.42,80,Thailand,2014,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,0.12,0,0,0,Blue-Green,1450,19,19,287,1450,1622,26.3,Asia,N,E
7.42,95,Uganda,2016,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,0.12,0,3,0,Green,1700,18,18,1400,1700,1180,22.8,Africa,N,E
7.42,96,Uganda,2013,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,0.12,0,0,0,Green,1650,18,18,1400,1650,1180,22.8,Africa,N,E
7.42,129,"Tanzania, United Republic Of",2015,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,0.13,0,5,0,Green,1700,16,16,1018,1700,1071,22.35,Africa,S,E
7.42,131,Malawi,2014,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,0.12,0,0,0,Bluish-Green,1422,16,16,779,1422,1181,21.9,Africa,S,E
7.42,136,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,0.12,0,4,0,Bluish-Green,1600,16,16,1018,1600,1071,22.35,Africa,S,E
7.42,137,Malawi,2015,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,0.13,0,0,0,Green,1556,16,16,779,1556,1181,21.9,Africa,S,E
7.42,138,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,0.12,0,4,0,Green,1877,16,16,1018,1877,1071,22.35,Africa,S,E
7.42,139,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,0.13,0,20,0,Green,1650,16,16,1018,1650,1071,22.35,Africa,S,E
7.42,145,Malawi,2012,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,0.13,0,0,0,Blue-Green,1180,16,16,779,1180,1181,21.9,Africa,S,E
7.42,197,Myanmar,2014,Other,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,0,0,5,0,Unknown,1066.8,13,13,702,1066.8,2091,13.05,Asia,N,E
7.42,198,Myanmar,2012,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,0,0,4,0,Green,1219.2,13,13,702,1219.2,2091,13.05,Asia,N,E
7.42,256,Taiwan,2014,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,0.11,0,0,0,Green,600,10,10,1150,600,2500,16,Asia,N,E
7.42,259,Indonesia,2015,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,0.11,2,6,0,Unknown,1300,10,10,367,1300,2702,25.85,Asia,B,E
7.42,261,Guatemala,2014,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,0.09,0,4,0,Blue-Green,1500,10,10,759,1500,1996,23.45,North America,N,W
7.42,294,Colombia,2012,Unknown,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,0,0,1,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.42,315,Colombia,2010,Unknown,Unknown,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,0.08,0,0,0,Unknown,1800,9,9,593,1800,3240,24.5,South America,B,W
7.42,316,Colombia,2016,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,0.12,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.42,323,Colombia,2013,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,0.11,0,9,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
